客户id,登录账号,客户名称,分销关系关联时间,订单号,产品id,产品名称,实例id,实例首购时间,订单类型,订单时长（月）,支付时间,原价,应付金额,实付金额,项目ID,是否算评级业绩,评级业绩,消费账号数,不返佣原因,合同返佣比例,佣金比例,佣金金额,是否伙伴与客户协同的订单
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,sls,日志服务,1275928965822495;ksfbm;ksfbm;cn-shanghai,2020-05-03 13:33:04,后付费,,2021-08-31 00:00:00,0.080003,0.08,0.08,,是,0.08,869,,,0.15,0.012,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,slb,传统型负载均衡CLB（按量付费）,lb-uf6tq8sju4p1ovbduay46,2019-09-10 17:18:06,后付费,,2021-08-20 00:00:00,4.564,4.44,4.44,,是,4.44,869,,,0.15,0.666,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,eip,弹性公网IP（后付费）,eip-uf6tallte16ogasmvf1r3,2021-08-05 00:00:00,后付费,,2021-08-05 00:00:00,1.901,1.9,1.9,,是,1.9,869,,,0.15,0.285,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,rds,关系型数据库RDS(包月),rm-uf6ph662nhxz5662w,2019-09-10 12:26:14,后付费,,2021-08-16 00:00:00,10.909,10.8,10.8,,是,10.8,869,,,0.15,1.62,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,sls,日志服务,1275928965822495;ksf;ksf;cn-shanghai,2020-05-03 13:33:04,后付费,,2021-08-10 00:00:00,0.04,0.04,0.04,,是,0.04,869,,,0.15,0.006,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,sls,日志服务,1275928965822495;ksfbm;ksfbm;cn-shanghai,2020-05-03 13:33:04,后付费,,2021-08-18 00:00:00,0.08,0.08,0.08,,是,0.08,869,,,0.15,0.012,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,snapshot,快照,cn-shanghai,2018-06-15 16:30:06,后付费,,2021-08-04 00:00:00,3.574477,3.36,3.36,,是,3.36,869,,,0.15,0.504,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,rds,关系型数据库RDS(包月),rm-uf6ph662nhxz5662w,2019-09-10 12:26:14,后付费,,2021-08-17 00:00:00,10.917,10.8,10.8,,是,10.8,869,,,0.15,1.62,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,sls,日志服务,1275928965822495;ksfbmdy;ksfbmdy;cn-shanghai,2020-05-03 13:33:04,后付费,,2021-08-15 00:00:00,0.080001,0.08,0.08,,是,0.08,869,,,0.15,0.012,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,sls,日志服务,1275928965822495;ksfbmdy;ksfbmdy;cn-shanghai,2020-05-03 13:33:04,后付费,,2021-08-24 00:00:00,0.08,0.08,0.08,,是,0.08,869,,,0.15,0.012,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,rds,关系型数据库RDS(包月),rm-uf6ph662nhxz5662w,2019-09-10 12:26:14,后付费,,2021-08-30 00:00:00,11.416,11.28,11.28,,是,11.28,869,,,0.15,1.692,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,210205131300340,vm,云服务器ECS(包月),i-uf6c5nmg7gpuatkqjet1,2019-09-10 10:59:20,续费,1月,2021-08-09 20:39:43,818,818,818,,是,818,869,,,0.15,122.7,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,cdn,内容分发网络CDN,1275928965822495,2018-06-15 15:19:57,后付费,,2021-08-29 00:00:00,6.081,5.96,5.96,,是,5.96,869,,,0.15,0.894,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,snapshot,快照,cn-shanghai,2018-06-15 16:30:06,后付费,,2021-08-11 00:00:00,3.589268,3.36,3.36,,是,3.36,869,,,0.15,0.504,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,rds,关系型数据库RDS(包月),rm-uf6ph662nhxz5662w,2019-09-10 12:26:14,后付费,,2021-08-05 00:00:00,10.453,10.32,10.32,,是,10.32,869,,,0.15,1.548,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,eip,弹性公网IP（后付费）,eip-uf6w3060os7xhtqjjf8kt,2021-05-21 18:59:28,后付费,,2021-08-02 00:00:00,0.715,0.65,0.65,,是,0.65,869,,,0.15,0.0975,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,slb,传统型负载均衡CLB（按量付费）,lb-uf6tq8sju4p1ovbduay46,2019-09-10 17:18:06,后付费,,2021-08-30 00:00:00,3.685,3.6,3.6,,是,3.6,869,,,0.15,0.54,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,oss,对象存储OSS,cn-shanghai;standard,2020-06-15 17:20:06,后付费,,2021-08-12 00:00:00,0.499696,0.39,0.39,,是,0.39,869,,,0.15,0.0585,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,rds,关系型数据库RDS(包月),rm-uf6ph662nhxz5662w,2019-09-10 12:26:14,后付费,,2021-08-27 00:00:00,11.298,11.04,11.04,,是,11.04,869,,,0.15,1.656,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,sls,日志服务,1275928965822495;log-service-1275928965822495-cn-shanghai;internal-operation_log;cn-shanghai,2020-05-03 13:33:04,后付费,,2021-08-05 00:00:00,15.316531,15.31,15.31,,是,15.31,869,,,0.15,2.2965,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,210209402180340,eip_pre,EIP（包月）,eip-uf6vqup6gywrv503ws7cb,2018-06-15 16:11:16,续费,12月,2021-08-09 21:05:04,"6,300","5,355","5,355",,是,"5,355",869,,,0.15,803.25,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,rds,关系型数据库RDS(包月),rm-uf6ph662nhxz5662w,2019-09-10 12:26:14,后付费,,2021-08-22 00:00:00,11.145,11.04,11.04,,是,11.04,869,,,0.15,1.656,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,cdn_waf,CDN边缘WAF,1275928965822495,2018-06-15 15:19:57,后付费,,2021-08-04 00:00:00,0.7,0.7,0.7,,是,0.7,869,,,0.15,0.105,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,rds,关系型数据库RDS(包月),rm-uf6m1k00syg85c2d3,2019-05-22 08:53:02,后付费,,2021-08-18 00:00:00,1.848,1.92,1.92,,是,1.92,869,,,0.15,0.288,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,sls,日志服务,1275928965822495;log-service-1275928965822495-cn-shanghai;internal-operation_log;cn-shanghai,2020-05-03 13:33:04,后付费,,2021-08-20 00:00:00,16.51279,16.51,16.51,,是,16.51,869,,,0.15,2.4765,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,cdn_waf,CDN边缘WAF,1275928965822495,2018-06-15 15:19:57,后付费,,2021-08-01 00:00:00,0.7,0.7,0.7,,是,0.7,869,,,0.15,0.105,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,slb,传统型负载均衡CLB（按量付费）,lb-uf6tq8sju4p1ovbduay46,2019-09-10 17:18:06,后付费,,2021-08-04 00:00:00,3.17,3.08,3.08,,是,3.08,869,,,0.15,0.462,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,cdn,内容分发网络CDN,1275928965822495;CN,2019-08-26 13:33:13,后付费,,2021-08-08 00:00:00,103.619,103.52,103.52,,是,103.52,869,,,0.15,15.528,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,sls,日志服务,1275928965822495;ksf;ksf;cn-shanghai,2020-05-03 13:33:04,后付费,,2021-08-12 00:00:00,0.04,0.04,0.04,,是,0.04,869,,,0.15,0.006,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,slb,传统型负载均衡CLB（按量付费）,lb-uf6tq8sju4p1ovbduay46,2019-09-10 17:18:06,后付费,,2021-08-03 00:00:00,3.369,3.25,3.25,,是,3.25,869,,,0.15,0.4875,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,sls,日志服务,1275928965822495;ksfbm;ksfbm;cn-shanghai,2020-05-03 13:33:04,后付费,,2021-08-28 00:00:00,0.080002,0.08,0.08,,是,0.08,869,,,0.15,0.012,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,sls,日志服务,1275928965822495;ksfbm;ksfbm;cn-shanghai,2020-05-03 13:33:04,后付费,,2021-08-06 00:00:00,0.080004,0.08,0.08,,是,0.08,869,,,0.15,0.012,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,cdn,内容分发网络CDN,1275928965822495;CN,2019-08-26 13:33:13,后付费,,2021-08-21 00:00:00,115.701,115.6,115.6,,是,115.6,869,,,0.15,17.34,否
1951413309551346,******,上海蓝盟网络技术有限公司,2018-06-14 16:43:42,,slb,传统型负载均衡CLB（按量付费）,lb-uf6tq8sju4p1ovbduay46,2019-09-10 17:18:06,后付费,,2021-08-16 00:00:00,3.44,3.33,3.33,,是,3.33,869,,,0.15,0.4995,否
