客户id,登录账号,客户名称,分销关系关联时间,订单号,产品id,产品名称,实例id,实例首购时间,订单类型,订单时长（月）,支付时间,原价,应付金额,实付金额,项目ID,是否算评级业绩,评级业绩,消费账号数,不返佣原因,合同返佣比例,佣金比例,佣金金额,是否伙伴与客户协同的订单
1158414968487461,******,广州百舸信息科技有限公司,2018-03-27 14:28:12,,vm,云服务器ECS(包月),i-bp1148jq0xn082un84gc,2018-09-07 14:14:45,后付费,,2021-07-26 00:00:00,0.251,0.2,0.2,,是,0.2,873,,,0.15,0.03,否
1158414968487461,******,广州百舸信息科技有限公司,2018-03-27 14:28:12,,mns,消息服务,Queue:aliyun-iot-a127ZKbeBRx;cn-hangzhou,2018-06-11 10:33:56,后付费,,2021-07-18 00:00:00,0.5,0.5,0.5,,是,0.5,873,,,0.15,0.075,否
1158414968487461,******,广州百舸信息科技有限公司,2018-03-27 14:28:12,,eip,弹性公网IP（后付费）,eip-bp1g4m6zxtspm26so7x23,2021-04-14 18:05:37,后付费,,2021-07-10 00:00:00,0.482,0.48,0.48,,是,0.48,873,,,0.15,0.072,否
1158414968487461,******,广州百舸信息科技有限公司,2018-03-27 14:28:12,,mns,消息服务,Queue:aliyun-iot-a127ZKbeBRx;cn-hangzhou,2018-06-11 10:33:56,后付费,,2021-07-06 00:00:00,0.5,0.5,0.5,,是,0.5,873,,,0.15,0.075,否
1158414968487461,******,广州百舸信息科技有限公司,2018-03-27 14:28:12,,vm,云服务器ECS(包月),i-bp1148jq0xn082un84gb,2018-09-07 14:14:45,后付费,,2021-07-21 00:00:00,0.034,0.07,0.07,,是,0.07,873,,,0.15,0.0105,否
1158414968487461,******,广州百舸信息科技有限公司,2018-03-27 14:28:12,,vm,云服务器ECS(包月),i-bp1fl09a8hz9vfxye5uw,2018-09-07 14:13:00,后付费,,2021-07-27 00:00:00,1.552,1.5,1.5,,是,1.5,873,,,0.15,0.225,否
1158414968487461,******,广州百舸信息科技有限公司,2018-03-27 14:28:12,,vm,云服务器ECS(包月),i-bp1fl09a8hz9vfxye5uw,2018-09-07 14:13:00,后付费,,2021-07-02 00:00:00,1.44,1.37,1.37,,是,1.37,873,,,0.15,0.2055,否
1158414968487461,******,广州百舸信息科技有限公司,2018-03-27 14:28:12,,vm,云服务器ECS(包月),i-bp1dxttigue8b0i001sv,2018-06-14 14:39:26,后付费,,2021-07-25 00:00:00,0.088,0.04,0.04,,是,0.04,873,,,0.15,0.006,否
1158414968487461,******,广州百舸信息科技有限公司,2018-03-27 14:28:12,,vm,云服务器ECS(包月),i-bp1fl09a8hz9vfxye5uw,2018-09-07 14:13:00,后付费,,2021-07-08 00:00:00,1.376,1.29,1.29,,是,1.29,873,,,0.15,0.1935,否
1158414968487461,******,广州百舸信息科技有限公司,2018-03-27 14:28:12,,vm,云服务器ECS(包月),i-bp19xg5vv2b5wnt0avav,2019-05-05 10:40:59,后付费,,2021-07-12 00:00:00,0.269,0.25,0.25,,是,0.25,873,,,0.15,0.0375,否
